id,label,score
4dec01352c438b9f629930c6d6fe75a5,0,3.585906
d1652ae0f833fd8a0a7db716b67a9512,0,3.5782142
3d5c0aee19a3b1e9c13916fd7b4151c9,0,3.68545
d0a60214e37249c7ae0bd25d25a2b502,0,3.5532832
eade28ac3995ef03131fa38cdffbd7b6,0,3.5823336
2dc265088a6579d953018c84d6186389,0,3.0797472
b1f371353a02c3a197ca0b492e90eeec,0,3.5841827
28e413a50fc0764d55f1abd1a7186948,0,3.7318592
5a4512eba3bca7061499337136c583a2,0,3.7262325
336d922290371707ea398536278d6d28,0,3.7296124
93ca0fc2c292c1027236d6a9ec4150cb,0,3.7238507
9abe91b3de2010fe7989ffe28f98f81a,0,3.7277584
b1d229ae2b61e69d1b31df92fe54ddf4,0,3.570974
b26399865f9831363fecc38fe592b7d6,0,3.7278981
90198303a332471bcd2b8d96f1610ce2,0,3.7303298
8d6b7468f57d1df6fff6c5e93fe51960,0,3.7286298
5593d2b9544e734e94ff9d8e68d05dea,0,3.6475084
1132db604d0ad4d846b4434e00e5e5c2,0,3.5885687
3e89898b6aee18512d93e5b3f447d9ad,0,3.407489
21fd5f568b41d53fe5cc389ee69b0c93,0,3.7269747
6a875ae493408ec1c04387583edbb243,0,3.7287736
97f0f3cdd1ea706945647ab48d67886c,0,3.5828063
b4c4acc3ba9f2188ebf7cbcd6c4a51ce,0,3.735258
129c1a194570086f0274685897c88425,0,3.7298625
e5c5d0b6141e7d4bbd3eae6b8ff47c,0,3.7297494
614be58f5b9324acbe9123143897abd,0,3.7303054
6a305301988795209650809d4ff1d2e9,0,3.7322772
3f71a9a80329a8ef7799d334d8215ffd,0,3.7279215
a4bd973aedf024191a135d303805b463,0,3.7250488
55e6487757bd4d42da098b18cc79ac0d,0,3.7301586
1333901fc793b3ce8d390135812677f9,0,3.586907
168f61425da2614e14f0fbe4800f523a,0,3.7303824
4590cd6387ecbadd5178b8e15e95f610,0,3.541626
66e837f18eea90ab6b07953cb729478f,0,3.5506275
517b947cf09221459bd6841010aa58f9,0,3.5827649
81bd1606404d7ea2101f6ab30351251,0,3.7315528
5f0e60d2fbf31251bf324dbafe7500a2,0,3.7327473
28dec6eff4f7a93c9947993eb206ce92,0,3.7312613
e740b38f4cc50b847775778cd92328c5,0,3.7304604
8b89a6077bafd2a8b001f359e1112c59,0,3.7304451
7ba9ded9f77ee2fd8cb0849241a1bd8,0,3.5185
d0f4b5ec979c94e27e8ce80ab18876b1,0,1.7275116
43d8b258e5fd0ab26d85b7b3ba7f3e9b,0,2.6518183
c23577af85fd0b2cb06d1483bfaab65d,0,3.7313702
deea87c8b70bc80991b1b27f7a58fd0a,0,3.7290616
aec3e0450560f8bc70aee71822c817f5,0,2.5582318
29df24e23b89153e7c8efa87b3438898,0,3.733293
9ce0e046c728c36577e691910799a7da,0,3.052459
c894c63e59e58a08a2d1cfd066be24e7,0,3.6034153
4f728cf7bdfc1bff1a8558b4f8226596,0,3.7292554
f3acf7eca03f1b04760bebb0f28614da,0,3.7313702
419c202d5096cea29daf7720273f608b,0,3.72929
c5979f002079d9ca3dfae45db3ea92b9,0,3.7297943
eb2fa6380d9b80797a68a336b6a4c2e0,0,3.7321734
b6322c400fc99f54e669419a88b186a1,0,3.73059
3a6ca544ee0c3e68b23ef5c9011212b,0,3.728004
65071baa980a1e979417fbc8f6c269c7,0,3.729794
c29360dec71f54b4cfb6c92ac77445e0,0,3.7317743
71a2fa5de0a5ecde1437acf1cfe97cd4,0,3.7288933
f24dc0d02efd1f53f3721e20cdea38b0,0,3.7320185
7998398c01d28cb03904ae41b6e98893,0,2.1685312
f11f144ccde7dd46323ae4bdfa33bc79,0,3.7310715
f8f0cc49843be522bb4172ffeaa43466,0,3.7287602
2845c850ee61cd01b0ce4fe054aa11e3,0,3.729479
b8c1b72dae324a1e6aef02e307a2a3c9,0,2.07094
