id,label,score
4dec01352c438b9f629930c6d6fe75a5,0,3.1980624
d1652ae0f833fd8a0a7db716b67a9512,0,3.290584
3d5c0aee19a3b1e9c13916fd7b4151c9,0,3.1619058
d0a60214e37249c7ae0bd25d25a2b502,0,3.1079524
eade28ac3995ef03131fa38cdffbd7b6,0,3.1318076
2dc265088a6579d953018c84d6186389,0,2.661506
b1f371353a02c3a197ca0b492e90eeec,0,3.1667142
28e413a50fc0764d55f1abd1a7186948,0,3.2517307
5a4512eba3bca7061499337136c583a2,0,3.222112
336d922290371707ea398536278d6d28,0,3.2523682
93ca0fc2c292c1027236d6a9ec4150cb,0,3.2196286
9abe91b3de2010fe7989ffe28f98f81a,0,3.300629
b1d229ae2b61e69d1b31df92fe54ddf4,0,3.087696
b26399865f9831363fecc38fe592b7d6,0,3.2471864
90198303a332471bcd2b8d96f1610ce2,0,3.3065147
8d6b7468f57d1df6fff6c5e93fe51960,0,3.224759
5593d2b9544e734e94ff9d8e68d05dea,0,3.1918907
1132db604d0ad4d846b4434e00e5e5c2,0,3.1853063
3e89898b6aee18512d93e5b3f447d9ad,0,3.0289776
21fd5f568b41d53fe5cc389ee69b0c93,0,3.241687
6a875ae493408ec1c04387583edbb243,0,3.2486978
97f0f3cdd1ea706945647ab48d67886c,0,3.1846316
b4c4acc3ba9f2188ebf7cbcd6c4a51ce,0,3.2634635
129c1a194570086f0274685897c88425,0,3.2606807
e5c5d0b6141e7d4bbd3eae6b8ff47c,0,3.234794
614be58f5b9324acbe9123143897abd,0,3.2936928
6a305301988795209650809d4ff1d2e9,0,3.2464216
3f71a9a80329a8ef7799d334d8215ffd,0,3.2512496
a4bd973aedf024191a135d303805b463,0,3.2995763
55e6487757bd4d42da098b18cc79ac0d,0,3.2712936
1333901fc793b3ce8d390135812677f9,0,3.153612
168f61425da2614e14f0fbe4800f523a,0,3.2820284
4590cd6387ecbadd5178b8e15e95f610,0,3.1586192
66e837f18eea90ab6b07953cb729478f,0,3.1921344
517b947cf09221459bd6841010aa58f9,0,3.2030754
81bd1606404d7ea2101f6ab30351251,0,3.2954538
5f0e60d2fbf31251bf324dbafe7500a2,0,3.275416
28dec6eff4f7a93c9947993eb206ce92,0,3.2369626
e740b38f4cc50b847775778cd92328c5,0,3.2773316
8b89a6077bafd2a8b001f359e1112c59,0,3.2672687
7ba9ded9f77ee2fd8cb0849241a1bd8,0,3.1891325
d0f4b5ec979c94e27e8ce80ab18876b1,0,0.8853155
43d8b258e5fd0ab26d85b7b3ba7f3e9b,0,2.6667643
c23577af85fd0b2cb06d1483bfaab65d,0,3.2256346
deea87c8b70bc80991b1b27f7a58fd0a,0,3.2985916
aec3e0450560f8bc70aee71822c817f5,0,2.6032298
29df24e23b89153e7c8efa87b3438898,0,3.2791624
9ce0e046c728c36577e691910799a7da,0,2.6196778
c894c63e59e58a08a2d1cfd066be24e7,0,3.1590726
4f728cf7bdfc1bff1a8558b4f8226596,0,3.2328222
f3acf7eca03f1b04760bebb0f28614da,0,3.2310688
419c202d5096cea29daf7720273f608b,0,3.2761693
c5979f002079d9ca3dfae45db3ea92b9,0,3.2842343
